Pincode,District
756001,BALESWAR
756002,BALESWAR
756003,BALESWAR
756019,BALESWAR
756020,BALESWAR
756021,BALESWAR
756022,BALESWAR
756023,BALESWAR
756024,BALESWAR
756025,BALESWAR
756026,BALESWAR
756027,BALESWAR
756028,BALESWAR
756029,BALESWAR
756030,BALESWAR
756032,BALESWAR
756033,BALESWAR
756034,BALESWAR
756035,BALESWAR
756036,BALESWAR
756037,BALESWAR
756038,BALESWAR
756039,BALESWAR
756040,BALESWAR
756041,BALESWAR
756042,BALESWAR
756043,BALESWAR
756044,BALESWAR
756045,BALESWAR
756046,BALESWAR
756047,BALESWAR
756048,BALESWAR
756049,BALESWAR
756051,BALESWAR
756055,BALESWAR
756056,BALESWAR
756058,BALESWAR
756059,BALESWAR
756060,BALESWAR
756079,BALESWAR
756080,BALESWAR
756081,BALESWAR
756083,BALESWAR
756084,BALESWAR
756085,BALESWAR
756086,BALESWAR
756087,BALESWAR
756100,BHADRAK
756101,BHADRAK
756111,BHADRAK
756112,BHADRAK
756113,BHADRAK
756114,BHADRAK
756115,BHADRAK
756116,BHADRAK
756117,BHADRAK
756118,BHADRAK
756119,BHADRAK
756120,BHADRAK
756121,BHADRAK
756122,BHADRAK
756123,BHADRAK
756124,BHADRAK
756125,BHADRAK
756126,BALESWAR
756127,BHADRAK
756128,BHADRAK
756129,BHADRAK
756130,BHADRAK
756131,BHADRAK
756132,BHADRAK
756133,BHADRAK
756134,BALESWAR
756135,BHADRAK
756137,BHADRAK
756138,BHADRAK
756139,BHADRAK
756144,BHADRAK
756162,BHADRAK
756163,BHADRAK
756164,BHADRAK
756165,BHADRAK
756166,BHADRAK
756167,BHADRAK
756168,BHADRAK
756171,BHADRAK
756181,BHADRAK
756182,BALESWAR
757001,MAYURBHANJ
757002,MAYURBHANJ
757003,MAYURBHANJ
757014,MAYURBHANJ
757016,MAYURBHANJ
757017,MAYURBHANJ
757018,MAYURBHANJ
757019,MAYURBHANJ
757020,MAYURBHANJ
757021,MAYURBHANJ
757022,MAYURBHANJ
757023,MAYURBHANJ
757024,MAYURBHANJ
757025,MAYURBHANJ
757026,MAYURBHANJ
757027,MAYURBHANJ
757028,MAYURBHANJ
757029,MAYURBHANJ
757030,MAYURBHANJ
757031,MAYURBHANJ
757032,MAYURBHANJ
757033,MAYURBHANJ
757034,MAYURBHANJ
757035,MAYURBHANJ
757036,MAYURBHANJ
757037,MAYURBHANJ
757038,MAYURBHANJ
757039,MAYURBHANJ
757040,MAYURBHANJ
757041,MAYURBHANJ
757042,MAYURBHANJ
757043,MAYURBHANJ
757045,MAYURBHANJ
757046,MAYURBHANJ
757047,MAYURBHANJ
757048,MAYURBHANJ
757049,MAYURBHANJ
757050,MAYURBHANJ
757051,MAYURBHANJ
757052,MAYURBHANJ
757053,MAYURBHANJ
757054,MAYURBHANJ
757055,MAYURBHANJ
757073,MAYURBHANJ
757074,MAYURBHANJ
757075,MAYURBHANJ
757077,MAYURBHANJ
757079,MAYURBHANJ
757081,MAYURBHANJ
757082,MAYURBHANJ
757083,MAYURBHANJ
757084,MAYURBHANJ
757085,MAYURBHANJ
757086,MAYURBHANJ
757087,MAYURBHANJ
757091,MAYURBHANJ
757092,MAYURBHANJ
757093,MAYURBHANJ
757100,MAYURBHANJ
757101,MAYURBHANJ
757102,MAYURBHANJ
757103,MAYURBHANJ
757104,MAYURBHANJ
757105,MAYURBHANJ
757106,MAYURBHANJ
757107,MAYURBHANJ
758001,KENDUJHAR
758002,KENDUJHAR
758013,KENDUJHAR
758014,KENDUJHAR
758015,KENDUJHAR
758016,KENDUJHAR
758017,KENDUJHAR
758018,KENDUJHAR
758019,KENDUJHAR
758020,KENDUJHAR
758021,KENDUJHAR
758022,KENDUJHAR
758023,KENDUJHAR
758025,KENDUJHAR
758026,KENDUJHAR
758027,KENDUJHAR
758028,KENDUJHAR
758029,KENDUJHAR
758030,KENDUJHAR
758031,KENDUJHAR
758032,KENDUJHAR
758034,KENDUJHAR
758035,KENDUJHAR
758036,KENDUJHAR
758037,KENDUJHAR
758038,KENDUJHAR
758040,KENDUJHAR
758041,KENDUJHAR
758043,KENDUJHAR
758044,KENDUJHAR
758045,KENDUJHAR
758046,KENDUJHAR
758047,KENDUJHAR
758076,KENDUJHAR
758078,KENDUJHAR
758079,KENDUJHAR
758080,KENDUJHAR
758081,KENDUJHAR
758082,KENDUJHAR
758083,KENDUJHAR
758084,KENDUJHAR
758085,KENDUJHAR
758086,KENDUJHAR
758087,KENDUJHAR
759001,DHENKANAL
759013,DHENKANAL
759014,DHENKANAL
759015,DHENKANAL
759016,DHENKANAL
759017,DHENKANAL
759018,DHENKANAL
759019,DHENKANAL
759020,DHENKANAL
759021,DHENKANAL
759022,DHENKANAL
759023,DHENKANAL
759024,DHENKANAL
759025,DHENKANAL
759026,DHENKANAL
759027,DHENKANAL
759028,DHENKANAL
759029,DHENKANAL
759037,ANGUL
759039,DHENKANAL
759040,DHENKANAL
759100,ANGUL
759101,ANGUL
759102,ANGUL
759103,ANGUL
759104,ANGUL
759105,ANGUL
759106,ANGUL
759107,ANGUL
759111,ANGUL
759116,ANGUL
759117,ANGUL
759118,ANGUL
759119,ANGUL
759120,DHENKANAL
759121,DHENKANAL
759122,ANGUL
759123,ANGUL
759124,ANGUL
759125,ANGUL
759126,ANGUL
759127,ANGUL
759128,ANGUL
759129,ANGUL
759130,ANGUL
759132,ANGUL
759141,ANGUL
759143,ANGUL
759145,ANGUL
759146,ANGUL
759147,ANGUL
759148,ANGUL
760001,GANJAM
760002,GANJAM
760003,GANJAM
760004,GANJAM
760005,GANJAM
760006,GANJAM
760007,GANJAM
760008,GANJAM
760009,GANJAM
760010,GANJAM
760011,GANJAM
761001,GANJAM
761002,GANJAM
761003,GANJAM
761004,GANJAM
761005,GANJAM
761006,GANJAM
761007,GANJAM
761008,GANJAM
761009,GANJAM
761010,GANJAM
761011,GANJAM
761012,GANJAM
761013,GANJAM
761014,GANJAM
761015,GAJAPATI
761016,GAJAPATI
761017,GAJAPATI
761018,GANJAM
761019,GANJAM
761020,GANJAM
761025,GANJAM
761026,GANJAM
761027,GANJAM
761028,GANJAM
761029,GANJAM
761030,GANJAM
761031,GANJAM
761032,GANJAM
761035,GANJAM
761037,GANJAM
761041,GANJAM
761042,GANJAM
761043,GANJAM
761045,GANJAM
761052,GANJAM
761054,GANJAM
761055,GANJAM
761100,GANJAM
761101,GANJAM
761102,GANJAM
761103,GANJAM
761104,GANJAM
761105,GANJAM
761106,GANJAM
761107,GANJAM
761108,GANJAM
761109,GANJAM
761110,GANJAM
761111,GANJAM
761114,GANJAM
761115,GANJAM
761116,GANJAM
761117,GANJAM
761118,GANJAM
761119,GANJAM
761120,GANJAM
761121,GANJAM
761122,GANJAM
761123,GANJAM
761124,GANJAM
761125,GANJAM
761126,GANJAM
761131,GANJAM
761132,GANJAM
761133,GANJAM
761140,GANJAM
761141,GANJAM
761143,GANJAM
761144,GANJAM
761146,GANJAM
761151,GANJAM
761200,GAJAPATI
761201,GAJAPATI
761206,GAJAPATI
761207,GAJAPATI
761208,GAJAPATI
761209,GANJAM
761210,GAJAPATI
761211,GAJAPATI
761212,GAJAPATI
761213,GAJAPATI
761214,GAJAPATI
761215,GAJAPATI
761217,GAJAPATI
762001,KANDHAMAL
762002,KANDHAMAL
762010,KANDHAMAL
762011,KANDHAMAL
762012,KANDHAMAL
762013,BOUDH
762014,BOUDH
762015,BOUDH
762016,BOUDH
762017,BOUDH
762018,BOUDH
762019,KANDHAMAL
762020,BOUDH
762021,KANDHAMAL
762022,KANDHAMAL
762023,BOUDH
762024,BOUDH
762026,BOUDH
762027,KANDHAMAL
762028,KANDHAMAL
762029,KANDHAMAL
762030,BOUDH
762100,KANDHAMAL
762101,KANDHAMAL
762102,KANDHAMAL
762103,KANDHAMAL
762104,KANDHAMAL
762105,KANDHAMAL
762106,KANDHAMAL
762107,KANDHAMAL
762109,KANDHAMAL
762110,KANDHAMAL
762112,KANDHAMAL
763001,KORAPUT
763002,KORAPUT
763003,KORAPUT
763004,KORAPUT
763008,KORAPUT
764001,KORAPUT
764002,KORAPUT
764003,KORAPUT
764004,KORAPUT
764005,KORAPUT
764006,KORAPUT
764011,KORAPUT
764014,KORAPUT
764020,KORAPUT
764021,KORAPUT
764027,KORAPUT
764028,KORAPUT
764036,KORAPUT
764037,KORAPUT
764038,KORAPUT
764039,KORAPUT
764040,MALKANGIRI
764041,KORAPUT
764042,MALKANGIRI
764043,KORAPUT
764044,MALKANGIRI
764045,MALKANGIRI
764046,MALKANGIRI
764047,MALKANGIRI
764048,MALKANGIRI
764049,NABARANGAPUR
764051,MALKANGIRI
764052,MALKANGIRI
764055,KORAPUT
764056,KORAPUT
764057,KORAPUT
764058,KORAPUT
764059,NABARANGAPUR
764061,NABARANGAPUR
764062,RAYAGADA
764063,RAYAGADA
764070,NABARANGAPUR
764071,NABARANGAPUR
764072,NABARANGAPUR
764073,NABARANGAPUR
764074,NABARANGAPUR
764075,NABARANGAPUR
764076,NABARANGAPUR
764077,NABARANGAPUR
764078,NABARANGAPUR
764081,KORAPUT
764085,NABARANGAPUR
764086,MALKANGIRI
764087,MALKANGIRI
764088,NABARANGAPUR
765001,RAYAGADA
765002,RAYAGADA
765013,KORAPUT
765015,RAYAGADA
765016,RAYAGADA
765017,RAYAGADA
765018,RAYAGADA
765019,RAYAGADA
765020,RAYAGADA
765021,RAYAGADA
765022,RAYAGADA
765023,RAYAGADA
765024,RAYAGADA
765025,RAYAGADA
765026,RAYAGADA
765029,RAYAGADA
765033,RAYAGADA
765034,RAYAGADA
766001,KALAHANDI
766002,KALAHANDI
766011,KALAHANDI
766012,KALAHANDI
766013,KALAHANDI
766014,KALAHANDI
766015,KALAHANDI
766016,KALAHANDI
766017,KALAHANDI
766018,KALAHANDI
766019,KALAHANDI
766020,KALAHANDI
766023,KALAHANDI
766026,KALAHANDI
766027,KALAHANDI
766028,KALAHANDI
766029,KALAHANDI
766031,KALAHANDI
766032,KALAHANDI
766036,KALAHANDI
766037,KALAHANDI
766100,KALAHANDI
766101,KALAHANDI
766102,KALAHANDI
766103,KALAHANDI
766104,NUAPADA
766105,NUAPADA
766106,NUAPADA
766107,NUAPADA
766108,NUAPADA
766110,KALAHANDI
766111,NUAPADA
766118,NUAPADA
767001,BALANGIR
767002,BALANGIR
767016,SONAPUR
767017,SONAPUR
767018,SONAPUR
767019,SONAPUR
767020,BALANGIR
767021,BALANGIR
767022,BALANGIR
767023,SONAPUR
767024,BALANGIR
767025,BALANGIR
767026,BALANGIR
767027,BALANGIR
767028,BALANGIR
767029,BALANGIR
767030,BALANGIR
767032,BALANGIR
767033,BALANGIR
767035,BALANGIR
767037,BALANGIR
767038,BALANGIR
767039,BALANGIR
767040,BALANGIR
767041,BALANGIR
767042,BALANGIR
767045,SONAPUR
767046,BALANGIR
767048,BALANGIR
767060,BALANGIR
767061,BALANGIR
767062,SONAPUR
767065,BALANGIR
767066,BALANGIR
767067,BALANGIR
767068,SONAPUR
767070,BALANGIR
767071,BALANGIR
768001,SAMBALPUR
768002,SAMBALPUR
768003,SAMBALPUR
768004,SAMBALPUR
768005,SAMBALPUR
768006,SAMBALPUR
768016,SAMBALPUR
768017,SAMBALPUR
768018,SAMBALPUR
768019,SAMBALPUR
768020,SAMBALPUR
768025,SAMBALPUR
768026,SAMBALPUR
768027,BARGARH
768028,BARGARH
768029,BARGARH
768030,BARGARH
768031,BARGARH
768032,BARGARH
768033,BARGARH
768034,BARGARH
768035,BARGARH
768036,BARGARH
768037,BARGARH
768038,BARGARH
768039,BARGARH
768040,BARGARH
768042,BARGARH
768045,BARGARH
768048,BARGARH
768049,BARGARH
768050,BARGARH
768052,BARGARH
768102,BARGARH
768103,BARGARH
768104,BARGARH
768105,SAMBALPUR
768106,SAMBALPUR
768107,SAMBALPUR
768108,DEBAGARH
768109,DEBAGARH
768110,DEBAGARH
768111,BARGARH
768112,SAMBALPUR
768113,SAMBALPUR
768115,BARGARH
768118,SAMBALPUR
768119,DEBAGARH
768121,DEBAGARH
768200,SAMBALPUR
768201,JHARSUGUDA
768202,JHARSUGUDA
768203,JHARSUGUDA
768204,JHARSUGUDA
768210,JHARSUGUDA
768211,JHARSUGUDA
768212,SAMBALPUR
768213,JHARSUGUDA
768214,SAMBALPUR
768215,JHARSUGUDA
768216,JHARSUGUDA
768217,JHARSUGUDA
768218,JHARSUGUDA
768219,JHARSUGUDA
768220,JHARSUGUDA
768221,SAMBALPUR
768222,SAMBALPUR
768224,SAMBALPUR
768225,JHARSUGUDA
768226,JHARSUGUDA
768227,SAMBALPUR
768228,SAMBALPUR
768233,JHARSUGUDA
768234,JHARSUGUDA
769001,SUNDERGARH
769002,SUNDERGARH
769003,SUNDERGARH
769004,SUNDERGARH
769005,SUNDERGARH
769006,SUNDERGARH
769007,SUNDERGARH
769008,SUNDERGARH
769009,SUNDERGARH
769010,SUNDERGARH
769011,SUNDERGARH
769012,SUNDERGARH
769013,SUNDERGARH
769014,SUNDERGARH
769015,SUNDERGARH
769016,SUNDERGARH
769042,SUNDERGARH
769043,SUNDERGARH
770001,SUNDERGARH
770002,SUNDERGARH
770011,SUNDERGARH
770012,SUNDERGARH
770013,SUNDERGARH
770014,SUNDERGARH
770015,SUNDERGARH
770016,SUNDERGARH
770017,SUNDERGARH
770018,SUNDERGARH
770019,SUNDERGARH
770020,SUNDERGARH
770021,SUNDERGARH
770022,SUNDERGARH
770023,SUNDERGARH
770024,SUNDERGARH
770025,SUNDERGARH
770031,SUNDERGARH
770032,SUNDERGARH
770033,SUNDERGARH
770034,SUNDERGARH
770035,SUNDERGARH
770036,SUNDERGARH
770037,SUNDERGARH
770038,SUNDERGARH
770039,SUNDERGARH
770040,SUNDERGARH
770041,SUNDERGARH
770042,SUNDERGARH
770043,SUNDERGARH
770044,SUNDERGARH
770046,SUNDERGARH
770048,SUNDERGARH
770051,SUNDERGARH
770052,SUNDERGARH
770070,SUNDERGARH
770072,SUNDERGARH
770073,SUNDERGARH
770074,SUNDERGARH
770075,SUNDERGARH
770076,SUNDERGARH
781001,KAMRUP METROPOLITAN
781002,KAMRUP METROPOLITAN
781003,KAMRUP METROPOLITAN
781004,KAMRUP METROPOLITAN
781005,KAMRUP METROPOLITAN
781006,KAMRUP METROPOLITAN
781007,KAMRUP METROPOLITAN
781008,KAMRUP
781009,KAMRUP METROPOLITAN
781010,KAMRUP METROPOLITAN
781011,KAMRUP METROPOLITAN
781012,KAMRUP METROPOLITAN
781013,KAMRUP METROPOLITAN
781014,KAMRUP METROPOLITAN
781015,KAMRUP METROPOLITAN
781016,KAMRUP METROPOLITAN
781017,KAMRUP
781018,KAMRUP METROPOLITAN
781019,KAMRUP METROPOLITAN
781020,KAMRUP METROPOLITAN
781021,KAMRUP METROPOLITAN
781022,KAMRUP METROPOLITAN
781023,KAMRUP METROPOLITAN
781024,KAMRUP METROPOLITAN
781025,KAMRUP METROPOLITAN
781026,KAMRUP METROPOLITAN
781027,KAMRUP METROPOLITAN
781028,KAMRUP METROPOLITAN
781029,KAMRUP METROPOLITAN
781030,KAMRUP METROPOLITAN
781031,KAMRUP
781032,KAMRUP METROPOLITAN
781034,KAMRUP
781035,KAMRUP METROPOLITAN
781036,KAMRUP METROPOLITAN
781037,KAMRUP METROPOLITAN
781038,KAMRUP METROPOLITAN
781039,KAMRUP
781040,KAMRUP METROPOLITAN
781101,KAMRUP
781102,KAMRUP
781103,KAMRUP
781104,KAMRUP
781120,KAMRUP
781121,KAMRUP
781122,KAMRUP
781123,KAMRUP
781124,KAMRUP
781125,KAMRUP
781126,NALBARI
781127,KAMRUP
781128,KAMRUP
781129,KAMRUP
781131,KAMRUP
781132,KAMRUP
781133,KAMRUP
781134,KAMRUP
781135,KAMRUP
781136,KAMRUP
781137,KAMRUP
781138,NALBARI
781141,KAMRUP
781150,KAMRUP METROPOLITAN
781171,KAMRUP METROPOLITAN
781301,BARPETA
781302,BARPETA
781303,NALBARI
781304,NALBARI
781305,BARPETA
781306,NALBARI
781307,BARPETA
781308,BARPETA
781309,BARPETA
781310,NALBARI
781311,BARPETA
781312,NALBARI
781313,BAKSA
781314,BARPETA
781315,BAKSA
781316,BARPETA
781317,BARPETA
781318,BARPETA
781319,BARPETA
781321,BARPETA
781325,BARPETA
781326,BARPETA
781327,BAKSA
781328,BARPETA
781329,BARPETA
781330,BAKSA
781333,BAKSA
781334,NALBARI
781335,NALBARI
781337,NALBARI
781338,NALBARI
781339,NALBARI
781340,NALBARI
781341,NALBARI
781343,NALBARI
781344,BAKSA
781346,NALBARI
781347,NALBARI
781348,NALBARI
781349,NALBARI
781350,NALBARI
781351,NALBARI
781352,BARPETA
781353,NALBARI
781354,KAMRUP
781355,BAKSA
781360,BAKSA
781364,BAKSA
781365,KAMRUP
781366,KAMRUP
781367,NALBARI
781368,BAKSA
781369,NALBARI
781370,NALBARI
781371,NALBARI
781372,BAKSA
781373,BAKSA
781374,NALBARI
781375,NALBARI
781376,KAMRUP
781377,NALBARI
781378,NALBARI
781380,KAMRUP
781381,KAMRUP
781382,KAMRUP
782001,NAGAON
782002,NAGAON
782003,NAGAON
782101,NAGAON
782102,NAGAON
782103,MARIGAON
782104,MARIGAON
782105,MARIGAON
782106,MARIGAON
782120,NAGAON
782121,NAGAON
782122,NAGAON
782123,NAGAON
782124,NAGAON
782125,NAGAON
782126,MARIGAON
782127,MARIGAON
782128,NAGAON
782135,NAGAON
782136,NAGAON
782137,NAGAON
782138,NAGAON
782139,NAGAON
782140,NAGAON
782141,NAGAON
782142,NAGAON
782143,NAGAON
782144,NAGAON
782401,KAMRUP METROPOLITAN
782402,KAMRUP METROPOLITAN
782403,KAMRUP METROPOLITAN
782410,KARBI ANGLONG
782411,NAGAON
782412,MARIGAON
782413,MARIGAON
782425,NAGAON
782426,NAGAON
782427,NAGAON
782428,NAGAON
782429,NAGAON
782435,NAGAON
782439,NAGAON
782440,NAGAON
782441,KARBI ANGLONG
782442,NAGAON
782445,NAGAON
782446,NAGAON
782447,KARBI ANGLONG
782448,KARBI ANGLONG
782450,KARBI ANGLONG
782460,KARBI ANGLONG
782461,KARBI ANGLONG
782462,KARBI ANGLONG
782470,NAGAON
782480,KARBI ANGLONG
782481,KARBI ANGLONG
782482,KARBI ANGLONG
782485,KARBI ANGLONG
782486,KARBI ANGLONG
782490,KARBI ANGLONG
783101,DHUBRI
783120,GOALPARA
783122,GOALPARA
783123,GOALPARA
783124,GOALPARA
783125,GOALPARA
783126,GOALPARA
783127,DHUBRI
783128,DHUBRI
783129,GOALPARA
783130,GOALPARA
783131,DHUBRI
783132,GOALPARA
783133,GOALPARA
783134,GOALPARA
783135,DHUBRI
783301,DHUBRI
783323,DHUBRI
783324,DHUBRI
783325,DHUBRI
783330,DHUBRI
783331,DHUBRI
783332,DHUBRI
783333,KOKRAJHAR
783334,DHUBRI
783335,DHUBRI
783336,KOKRAJHAR
783337,KOKRAJHAR
783339,DHUBRI
783345,KOKRAJHAR
783346,KOKRAJHAR
783347,KOKRAJHAR
783348,DHUBRI
783349,DHUBRI
783350,KOKRAJHAR
783354,KOKRAJHAR
783360,KOKRAJHAR
783361,KOKRAJHAR
783369,KOKRAJHAR
783370,KOKRAJHAR
783371,KOKRAJHAR
783372,KOKRAJHAR
783373,KOKRAJHAR
783375,KOKRAJHAR
783376,KOKRAJHAR
783380,BONGAIGAON
783381,BONGAIGAON
783382,GOALPARA
783383,DHUBRI
783384,BONGAIGAON
783385,BONGAIGAON
783388,BONGAIGAON
783389,BONGAIGAON
783390,BONGAIGAON
783391,BONGAIGAON
783392,BONGAIGAON
783393,BONGAIGAON
783394,BONGAIGAON
784001,SONITPUR
784010,SONITPUR
784025,SONITPUR
784026,SONITPUR
784027,SONITPUR
784028,SONITPUR
784101,SONITPUR
784102,SONITPUR
784103,SONITPUR
784104,SONITPUR
784105,SONITPUR
784110,SONITPUR
784111,SONITPUR
784112,SONITPUR
784113,UDALGURI
784114,UDALGURI
784115,DARRANG
784116,DARRANG
784117,SONITPUR
784125,DARRANG
784144,DARRANG
784145,DARRANG
784146,DARRANG
784147,DARRANG
784148,DARRANG
784149,SONITPUR
784150,SONITPUR
784153,SONITPUR
784154,SONITPUR
784160,LAKHIMPUR
784161,LAKHIMPUR
784163,LAKHIMPUR
784164,LAKHIMPUR
784165,LAKHIMPUR
784166,SONITPUR
784167,SONITPUR
784168,SONITPUR
784169,SONITPUR
784170,SONITPUR
784171,SONITPUR
784172,SONITPUR
784173,SONITPUR
784174,SONITPUR
784175,SONITPUR
784176,SONITPUR
784177,SONITPUR
784178,SONITPUR
784179,SONITPUR
784180,SONITPUR
784182,SONITPUR
784184,SONITPUR
784189,SONITPUR
784190,UDALGURI
784501,SONITPUR
784502,SONITPUR
784504,SONITPUR
784505,SONITPUR
784506,SONITPUR
784507,UDALGURI
784508,UDALGURI
784509,UDALGURI
784510,UDALGURI
784513,UDALGURI
784514,DARRANG
784521,UDALGURI
784522,UDALGURI
784523,UDALGURI
784524,UDALGURI
784525,UDALGURI
784526,UDALGURI
784527,DARRANG
784528,UDALGURI
784529,DARRANG
785001,JORHAT
785004,JORHAT
785006,JORHAT
785007,JORHAT
785008,JORHAT
785009,JORHAT
785010,JORHAT
785013,JORHAT
785014,JORHAT
785015,JORHAT
785101,JORHAT
785102,JORHAT
785104,JORHAT
785105,JORHAT
785106,JORHAT
785107,JORHAT
785108,JORHAT
785110,JORHAT
785111,JORHAT
785112,JORHAT
785601,GOLAGHAT
785602,GOLAGHAT
785603,GOLAGHAT
785609,GOLAGHAT
785610,GOLAGHAT
785611,GOLAGHAT
785612,GOLAGHAT
785613,GOLAGHAT
785614,GOLAGHAT
785615,GOLAGHAT
785616,JORHAT
785618,GOLAGHAT
785619,GOLAGHAT
785621,GOLAGHAT
785622,GOLAGHAT
785625,GOLAGHAT
785626,GOLAGHAT
785630,JORHAT
785631,JORHAT
785632,JORHAT
785633,JORHAT
785634,JORHAT
785635,JORHAT
785636,JORHAT
785640,SIBSAGAR
785661,SIBSAGAR
785662,SIBSAGAR
785663,SIBSAGAR
785664,SIBSAGAR
785665,SIBSAGAR
785666,SIBSAGAR
785667,SIBSAGAR
785669,SIBSAGAR
785670,SIBSAGAR
785671,SIBSAGAR
785672,SIBSAGAR
785673,SIBSAGAR
785674,SIBSAGAR
785675,DIBRUGARH
785676,DIBRUGARH
785680,SIBSAGAR
785681,SIBSAGAR
785682,SIBSAGAR
785683,SIBSAGAR
785684,SIBSAGAR
785685,SIBSAGAR
785686,SIBSAGAR
785687,SIBSAGAR
785688,SIBSAGAR
785689,SIBSAGAR
785690,SIBSAGAR
785691,SIBSAGAR
785692,SIBSAGAR
785693,SIBSAGAR
785696,SIBSAGAR
785697,SIBSAGAR
785698,SIBSAGAR
785699,GOLAGHAT
785700,JORHAT
785701,SIBSAGAR
785702,GOLAGHAT
785703,GOLAGHAT
785704,JORHAT
785705,GOLAGHAT
786001,DIBRUGARH
786002,DIBRUGARH
786003,DIBRUGARH
786004,DIBRUGARH
786005,DIBRUGARH
786006,DIBRUGARH
786007,DIBRUGARH
786008,DIBRUGARH
786010,DIBRUGARH
786012,DIBRUGARH
786101,DIBRUGARH
786102,DIBRUGARH
786103,DIBRUGARH
786125,TINSUKIA
786126,TINSUKIA
786145,TINSUKIA
786146,TINSUKIA
786147,TINSUKIA
786148,TINSUKIA
786150,TINSUKIA
786151,TINSUKIA
786152,TINSUKIA
786153,TINSUKIA
786154,TINSUKIA
786155,TINSUKIA
786156,TINSUKIA
786157,TINSUKIA
786158,TINSUKIA
786159,TINSUKIA
786160,TINSUKIA
786170,TINSUKIA
786171,TINSUKIA
786173,TINSUKIA
786174,TINSUKIA
786179,TINSUKIA
786181,TINSUKIA
786182,TINSUKIA
786183,TINSUKIA
786184,DIBRUGARH
786187,TINSUKIA
786188,TINSUKIA
786189,TINSUKIA
786190,TINSUKIA
786191,DIBRUGARH
786192,TINSUKIA
786601,TINSUKIA
786602,DIBRUGARH
786610,DIBRUGARH
786611,DIBRUGARH
786612,DIBRUGARH
786613,DIBRUGARH
786614,DIBRUGARH
786621,DIBRUGARH
786622,DIBRUGARH
786623,DIBRUGARH
786692,DIBRUGARH
787001,LAKHIMPUR
787023,LAKHIMPUR
787026,DHEMAJI
787031,LAKHIMPUR
787032,LAKHIMPUR
787033,LAKHIMPUR
787034,LAKHIMPUR
787035,LAKHIMPUR
787051,LAKHIMPUR
787052,LAKHIMPUR
787053,LAKHIMPUR
787054,LAKHIMPUR
787055,LAKHIMPUR
787056,LAKHIMPUR
787057,DHEMAJI
787058,DHEMAJI
787059,DHEMAJI
787060,DHEMAJI
787061,DHEMAJI
787110,DHEMAJI
788001,CACHAR
788002,CACHAR
788003,CACHAR
788004,CACHAR
788005,CACHAR
788006,CACHAR
788007,CACHAR
788009,CACHAR
788010,CACHAR
788011,CACHAR
788013,CACHAR
788014,CACHAR
788015,CACHAR
788025,CACHAR
788026,CACHAR
788030,CACHAR
788031,CACHAR
788098,CACHAR
788099,CACHAR
788101,CACHAR
788102,CACHAR
788103,CACHAR
788104,CACHAR
788106,CACHAR
788107,CACHAR
788108,CACHAR
788109,CACHAR
788110,CACHAR
788111,CACHAR
788112,CACHAR
788113,CACHAR
788114,CACHAR
788115,CACHAR
788116,CACHAR
788117,CACHAR
788118,CACHAR
788119,CACHAR
788120,CACHAR
788121,CACHAR
788123,CACHAR
788126,CACHAR
788127,CACHAR
788150,HAILAKANDI
788151,HAILAKANDI
788152,HAILAKANDI
788155,HAILAKANDI
788156,HAILAKANDI
788160,HAILAKANDI
788161,HAILAKANDI
788162,HAILAKANDI
788163,HAILAKANDI
788164,HAILAKANDI
788165,HAILAKANDI
788166,KARIMGANJ
788168,HAILAKANDI
788701,KARIMGANJ
788709,KARBI ANGLONG
788710,KARIMGANJ
788711,KARIMGANJ
788712,KARIMGANJ
788713,KARIMGANJ
788719,KARIMGANJ
788720,KARIMGANJ
788722,KARIMGANJ
788723,KARIMGANJ
788724,KARIMGANJ
788725,KARIMGANJ
788726,KARIMGANJ
788727,KARIMGANJ
788728,KARIMGANJ
788733,KARIMGANJ
788734,CACHAR
788735,KARIMGANJ
788736,KARIMGANJ
788737,KARIMGANJ
788781,KARIMGANJ
788801,HAILAKANDI
788802,CACHAR
788803,CACHAR
788804,CACHAR
788805,KARIMGANJ
788806,KARIMGANJ
788815,CACHAR
788816,KARIMGANJ
788817,KARIMGANJ
788818,CACHAR
788819,CACHAR
788820,CACHAR
788830,DIMA HASSO - NORTH CACHAR HILL
788831,CACHAR
788832,DIMA HASSO - NORTH CACHAR HILL
788931,CACHAR
790001,West Kameng
790002,West Kameng
790003,West Kameng
790101,West Kameng
790102,East Kameng
790103,East Kameng
790104,Tawang
790105,Tawang
790106,Tawang
790114,West Kameng
790116,West Kameng
791001,West Siang
791002,Upper Siang
791003,West Siang
791101,West Siang
791102,East Siang
791103,East Siang
791104,East Siang
791105,Upper Siang
791109,Papum Pare
791110,Papum Pare
791111,Papum Pare
791112,Papum Pare
791113,PAPUM PARE
791114,PAPUM PARE
791118,Kurung Kumey
791119,Lower Subansiri
791120,Lower Subansiri
791121,Papum Pare
791122,Upper Subansiri
791123,Papum Pare
791125,West Siang
792001,Lohit
792055,Changlang
792056,Changlang
792101,Upper Dibang Valley
792102,Lohit
792103,Lohit
792104,Papum Pare
792105,Lohit
792110,Lower Dibang Valley
792111,Lohit
792120,Changlang
792121,Changlang
792122,Changlang
792123,Changlang
792129,Tirap
792130,Tirap
792131,Tirap
793001,East Khasi Hills
793002,East Khasi Hills
793003,East Khasi Hills
793004,East Khasi Hills
793005,East Khasi Hills
793006,East Khasi Hills
793007,East Khasi Hills
793008,East Khasi Hills
